playerId,playerName
21145,Yangyi '0K1N' Li
24187,Keyi 'Mer' Wang
23101,Edwin 'Edbooo' Kung
17622,Kyle 'Wolffe' Greenfield
15769,Josiah 'JoJo' Jimenez
13589,Gabe 'Spongey' Greiner
12113,Jonathan 'Jonji' Carey
8707,Peter 'ptr' Gurney
20204,Brody 'BeaKie' Kelly
1330,Paul 'Adrenaline' Baker
21813,Chance 'xaler' Palmer
23671,Raymon 'rayxts' Mando
24188,Aleksandar 'abp' Papic
22460,Maksim 'riskyb0b' Churikov
20387,Kirill 'Xant3r' Kononov
21266,Aliaksandr '1eeR' Nahorny
23317,Beksultan 'khaN' Ospan
23685,Ivan 'zweih' Gogin
23140,Adones 'krazy' Nobre
17003,Diogo 'snapy' Rodrigues
23237,Tiago 'TMKj' Martins
14094,Renato 'renatoohaxx' Gonçalves
20463,Diogo 'DDias' Dias
21715,Alan 'Flayy' Krupa
23295,Kamil 'kisserek' Banak
20349,Mariusz 'casey' Jarząb
973,Grzegorz 'SZPERO' Dziamałek
21263,Patryk 'olimp' Woźniak
17803,Rodyon 'fear' Smyk
23046,Dmytro 'jambo' Semera
23413,Vsevolod 's-chilla' Shchurov
23415,Eduard 'zeRRoFIX' Petrovskyi
23414,Nikita 'jackasmo' Skyba
23553,Džiugas 'dziugss' Steponavičius
20584,Dmytro 'dem0n' Myroshnychenko
22674,Nikita 'cmtry' Samolyotov
21198,Adam 'froz1k' Nahornyi
3669,Paweł 'innocent' Mocek
21692,Altair 'kAlash' Askarov
20600,Matvey 'sm3t' Gogin
22076,Andrey 'AW' Anisimov
19231,Vladislav 'h1te' Khait
22075,Vitaliy 'sFade8' Marushka
19996,Joel 'Jelo' Lentonen
9818,Samu 'uli' Leirilaakso
20593,Jussi 'Airax' Airaksinen
11283,Otto 'ottoNd' Sihvo
22144,Luka 'puuha' Eklund
24186,Henri 'Heke' Heikkinen
24183,Nyyrikki 'zeroz3r0o' Kylmänen
24184,Ilari 'Sollaar' Solin
14308,Jukka 'Vladimus' Neuvonen
24185,Topias 'Rejoiner' Liikola
22143,Pekko 'p3kko' Korkalainen
23501,Timo 'Monoxx' Irmasto
9271,Olli 'sLowi' Pitkänen
23502,Kosti 'Kollo' Kallioniemi
17644,Panu 'p12' Schutschkoff
12937,Adam 'WolfY' Andersson
14619,Gage 'Infinite' Green
17372,Justin 'FaNg' Coakley
17353,Danny 'cxzi' Strzelczyk
13250,Ben 'ben1337' Smith
18838,Jadan 'HexT' Postma
8735,Timothy 'autimatic' Ta
9136,Vincent 'Brehze' Cayonte
13249,Josh 'oSee' Ohm
17929,Colby 'Walco' Walsh
8850,Mounira 'GooseBreeder' Dobie
14401,Emma 'Emy' Choe
18641,Vivienne 'BiBiAhn' Quach
14203,Alan 'Shakezullah' Hardeman
22111,Vanessa 'vanessa' Gideon
20213,Fern 'intra' Hak
17437,Nolan 'Louie' Herges
22213,Zy 'yz0' Esponilla
17318,Tobias 'shyyne' Sæther
23142,Jamie 'Tree60' Callan
20805,Jacob 'Rezst' Hemming
20659,Rory 'cryths' Ursell
21775,Anthony 'BehinDx' Luscombe
22737,Karrar 'Karrar' Almayali
21990,Michael 'Prime' John Fury
22736,Adam 'AdamJC' Colwell
22518,William 'wfn' Maskrey
17652,Joe 'Dexie' Demmon
24166,Alex 'Frosty' Foster
21342,Luke 'Nem' Mear
18253,Connor 'Finui' Finucane
24165,Kuba 'kas' Capala
23143,Rik 've1nzo' Zwegers
22876,Fizan 'Fizzy' Anjum
22487,Connor 'Bigun007' Suddons
24056,James 'Flicky' Errington
21817,Rhys 'Rhys' Stumbles
16486,Erik 'ztr' Gustafsson
24163,Marcus 'Masterpipe' Tügel
9148,Linus 'b0bbzki' Lundqvist
5427,Daniel 'pani' Aicardi
22023,Selin 'spike' Sinem Alak
20183,Lucas 'decenty' Bacelar
9219,João 'felps' Vasconcellos
8565,Henrique 'HEN1' Teles
22564,Kaiky 'noway' Santos
12822,Vinicius 'VINI' Figueiredo
21288,Carlos 'venomzera' Eduardo
16817,Wesley 'hardzao' Lopes
18865,David 'dav1deuS' Tapia Maldonado
18743,Gabriel 'nython' Lino
9216,Marcelo 'coldzera' David
